Date,Open,High,Low,Close,Adj Close,Volume
2020-09-16,5.520000,5.880000,5.420000,5.760000,5.760000,4380600
2020-09-17,5.670000,5.790000,5.580000,5.720000,5.720000,2619700
2020-09-18,5.710000,5.740000,5.570000,5.670000,5.670000,2428500
2020-09-21,5.420000,5.480000,5.010000,5.320000,5.320000,4563200
2020-09-22,5.220000,5.320000,5.140000,5.210000,5.210000,2090100
2020-09-23,5.220000,5.290000,4.740000,4.780000,4.780000,4285200
2020-09-24,4.690000,4.900000,4.360000,4.610000,4.610000,4569700
2020-09-25,4.640000,4.930000,4.500000,4.880000,4.880000,2375500
2020-09-28,5.040000,5.040000,4.610000,4.910000,4.910000,4676500
2020-09-29,4.880000,4.940000,4.750000,4.860000,4.860000,2520000
2020-09-30,4.800000,4.950000,4.700000,4.710000,4.710000,2515400
2020-10-01,4.780000,4.800000,4.630000,4.650000,4.650000,3223800
2020-10-02,4.480000,4.660000,4.420000,4.650000,4.650000,3576000
2020-10-05,4.300000,4.360000,4.050000,4.130000,4.130000,9468800
2020-10-06,4.260000,4.270000,4.050000,4.060000,4.060000,8404200
2020-10-07,4.080000,4.110000,3.940000,4.040000,4.040000,6917700
2020-10-08,4.130000,4.180000,4.020000,4.140000,4.140000,7868500
2020-10-09,4.170000,4.180000,4.040000,4.050000,4.050000,5021400
2020-10-12,4.030000,4.090000,4.000000,4.080000,4.080000,3245700
2020-10-13,3.900000,3.910000,3.520000,3.540000,3.540000,10164700
2020-10-14,3.090000,3.200000,2.660000,2.960000,2.960000,31709400
2020-10-15,2.840000,2.960000,2.760000,2.780000,2.780000,9808600
2020-10-16,2.870000,3.290000,2.800000,3.040000,3.040000,18565800
2020-10-19,3.310000,3.880000,3.230000,3.540000,3.540000,40385100
2020-10-20,3.300000,3.310000,3.050000,3.090000,3.090000,15978800
2020-10-21,3.100000,3.130000,2.980000,3.000000,3.000000,7277300
2020-10-22,2.960000,3.150000,2.840000,3.120000,3.120000,12339600
2020-10-23,3.130000,3.150000,2.950000,2.970000,2.970000,6635000
2020-10-26,2.920000,2.930000,2.680000,2.750000,2.750000,10458800
2020-10-27,2.880000,2.900000,2.610000,2.790000,2.790000,11251300
2020-10-28,2.690000,2.740000,2.580000,2.610000,2.610000,8141100
2020-10-29,2.650000,2.680000,2.480000,2.520000,2.520000,9019300
2020-10-30,2.480000,2.490000,2.280000,2.360000,2.360000,10968800
2020-11-02,2.300000,2.320000,2.110000,2.150000,2.150000,11180100
2020-11-03,2.340000,2.590000,2.300000,2.340000,2.340000,15441900
2020-11-04,2.400000,2.430000,2.240000,2.310000,2.310000,7609100
2020-11-05,2.350000,2.570000,2.270000,2.460000,2.460000,8056200
2020-11-06,2.430000,2.620000,2.330000,2.490000,2.490000,9049500
2020-11-09,4.270000,4.390000,3.230000,3.770000,3.770000,132511000
2020-11-10,3.990000,4.030000,3.340000,3.510000,3.510000,42129300
2020-11-11,3.230000,3.240000,3.000000,3.130000,3.130000,24066100
2020-11-12,3.070000,3.070000,2.920000,2.940000,2.940000,14729000
2020-11-13,2.980000,2.990000,2.780000,2.970000,2.970000,21995400
2020-11-16,3.390000,3.390000,3.050000,3.110000,3.110000,47604300
2020-11-17,3.010000,3.040000,2.900000,2.980000,2.980000,22483000
2020-11-18,3.080000,3.370000,3.010000,3.260000,3.260000,31717300
2020-11-19,3.160000,3.380000,3.150000,3.190000,3.190000,13986400
2020-11-20,3.250000,3.370000,3.210000,3.350000,3.350000,17088800
2020-11-23,3.510000,3.850000,3.410000,3.810000,3.810000,31514600
2020-11-24,4.160000,5.000000,4.150000,4.580000,4.580000,62884600
2020-11-25,4.570000,4.850000,4.200000,4.490000,4.490000,22647300
2020-11-27,4.540000,4.620000,4.360000,4.450000,4.450000,10097400
2020-11-30,4.410000,4.450000,3.990000,4.270000,4.270000,16555000
2020-12-01,4.430000,4.430000,4.090000,4.150000,4.150000,12293500
2020-12-02,4.080000,4.340000,3.950000,4.320000,4.320000,11847600
2020-12-03,4.010000,4.220000,3.500000,3.630000,3.630000,66080900
2020-12-04,3.750000,3.760000,3.300000,3.510000,3.510000,33157300
2020-12-07,3.450000,3.740000,3.330000,3.560000,3.560000,20503900
2020-12-08,3.610000,4.020000,3.610000,3.980000,3.980000,29530600
2020-12-09,4.220000,4.330000,3.750000,3.860000,3.860000,20991200
2020-12-10,3.790000,4.100000,3.770000,4.090000,4.090000,19872800
2020-12-11,4.040000,4.250000,3.870000,3.920000,3.920000,22310400
2020-12-14,4.010000,4.010000,3.000000,3.190000,3.190000,67159000
2020-12-15,3.240000,3.240000,2.760000,2.860000,2.860000,54432100
2020-12-16,2.870000,2.890000,2.720000,2.780000,2.780000,25423200
2020-12-17,2.800000,2.950000,2.740000,2.850000,2.850000,23799300
2020-12-18,2.850000,2.850000,2.760000,2.800000,2.800000,21941700
2020-12-21,2.610000,2.740000,2.580000,2.680000,2.680000,22699800
2020-12-22,2.730000,2.750000,2.520000,2.590000,2.590000,21638400
2020-12-23,2.580000,2.650000,2.540000,2.560000,2.560000,15724800
2020-12-24,2.590000,2.600000,2.480000,2.510000,2.510000,11094200
2020-12-28,2.630000,2.630000,2.360000,2.390000,2.390000,23942700
2020-12-29,2.440000,2.460000,2.280000,2.290000,2.290000,21086100
2020-12-30,2.300000,2.300000,2.130000,2.160000,2.160000,40278400
2020-12-31,2.170000,2.220000,2.080000,2.120000,2.120000,28234300
2021-01-04,2.200000,2.200000,2.000000,2.010000,2.010000,29873800
2021-01-05,1.990000,2.030000,1.910000,1.980000,1.980000,28148300
2021-01-06,2.030000,2.230000,1.970000,2.010000,2.010000,67363300
2021-01-07,2.080000,2.110000,2.020000,2.050000,2.050000,26150500
2021-01-08,2.090000,2.210000,2.070000,2.140000,2.140000,39553300
2021-01-11,2.160000,2.270000,2.150000,2.200000,2.200000,41695800
2021-01-12,2.240000,2.390000,2.240000,2.290000,2.290000,41784300
2021-01-13,2.330000,2.380000,2.130000,2.180000,2.180000,45847700
2021-01-14,2.220000,2.320000,2.130000,2.180000,2.180000,49638800
2021-01-15,2.200000,2.550000,2.180000,2.330000,2.330000,162356400
2021-01-19,2.800000,3.200000,2.570000,3.060000,3.060000,256276000
2021-01-20,3.290000,3.340000,2.750000,2.970000,2.970000,181862200
2021-01-21,3.000000,3.060000,2.850000,2.980000,2.980000,64823800
2021-01-22,2.910000,3.740000,2.810000,3.510000,3.510000,268273400
2021-01-25,4.710000,4.880000,3.850000,4.420000,4.420000,443238100
2021-01-26,5.090000,5.190000,4.370000,4.960000,4.960000,456850200
2021-01-27,20.340000,20.360001,11.010000,19.900000,19.900000,1222342500
2021-01-28,11.980000,16.500000,6.510000,8.630000,8.630000,591223900
2021-01-29,14.310000,16.000000,11.600000,13.260000,13.260000,602193300
2021-02-01,17.000000,17.250000,12.910000,13.300000,13.300000,434608000
2021-02-02,9.480000,10.100000,6.000000,7.820000,7.820000,462775900
2021-02-03,8.850000,9.770000,7.890000,8.970000,8.970000,221405100
2021-02-04,8.700000,8.740000,7.000000,7.090000,7.090000,162985800
2021-02-05,7.170000,8.270000,6.520000,6.830000,6.830000,195267800
2021-02-08,6.880000,6.890000,5.750000,6.180000,6.180000,128171500
2021-02-09,5.810000,5.810000,5.260000,5.500000,5.500000,102588100
2021-02-10,5.710000,6.590000,5.450000,5.800000,5.800000,152810800
2021-02-11,5.620000,5.850000,5.470000,5.610000,5.610000,55482400
2021-02-12,5.720000,5.970000,5.520000,5.590000,5.590000,46036700
2021-02-16,6.030000,6.050000,5.490000,5.650000,5.650000,61165700
2021-02-17,5.580000,5.620000,5.320000,5.550000,5.550000,38849000
2021-02-18,5.840000,6.250000,5.460000,5.510000,5.510000,130540800
2021-02-19,5.540000,5.770000,5.510000,5.700000,5.700000,40249100
2021-02-22,5.930000,6.680000,5.750000,6.550000,6.550000,173409000
2021-02-23,6.970000,7.860000,6.010000,7.700000,7.700000,264876400
2021-02-24,7.230000,9.830000,6.990000,9.090000,9.090000,376881800
2021-02-25,10.890000,11.000000,7.850000,8.290000,8.290000,445717400
2021-02-26,8.190000,9.010000,7.630000,8.010000,8.010000,135675300
2021-03-01,8.860000,9.450000,8.420000,9.180000,9.180000,142922300
2021-03-02,9.140000,9.400000,8.510000,8.930000,8.930000,77713600
2021-03-03,8.950000,9.140000,8.500000,8.580000,8.580000,55098700
2021-03-04,8.250000,8.590000,7.500000,8.030000,8.030000,77376100
2021-03-05,8.080000,8.270000,7.630000,8.050000,8.050000,59415800
2021-03-08,8.530000,9.480000,8.310000,9.290000,9.290000,113872800
2021-03-09,9.380000,10.770000,9.220000,10.500000,10.500000,148428200
2021-03-10,11.020000,12.470000,9.510000,9.850000,9.850000,256641600
2021-03-11,10.650000,10.870000,9.900000,10.280000,10.280000,83589200
2021-03-12,10.160000,11.400000,9.940000,11.160000,11.160000,110443600
2021-03-15,12.180000,14.490000,11.850000,14.040000,14.040000,277713300
2021-03-16,13.620000,13.620000,12.340000,13.020000,13.020000,125414400
2021-03-17,13.240000,13.660000,13.000000,13.560000,13.560000,73551800
2021-03-18,14.340000,14.540000,13.570000,14.000000,14.000000,121418000
2021-03-19,14.140000,14.180000,13.280000,13.930000,13.930000,152267000
2021-03-22,13.150000,13.190000,11.760000,12.490000,12.490000,88760100
2021-03-23,11.460000,11.930000,10.370000,10.660000,10.660000,87923200
2021-03-24,10.820000,11.210000,8.930000,9.020000,9.020000,81850700
2021-03-25,8.960000,11.320000,8.950000,10.940000,10.940000,131192800
2021-03-26,11.270000,11.530000,10.010000,10.240000,10.240000,83778100
2021-03-29,10.320000,10.760000,10.090000,10.350000,10.350000,37330700
2021-03-30,10.310000,10.520000,9.760000,10.350000,10.350000,39020500
2021-03-31,10.400000,10.470000,10.050000,10.210000,10.210000,29832300
2021-04-01,10.230000,10.260000,9.150000,9.360000,9.360000,77473900
2021-04-05,10.100000,11.250000,9.720000,10.610000,10.610000,96082300
2021-04-06,10.400000,10.500000,10.000000,10.200000,10.200000,44067000
2021-04-07,10.070000,10.180000,9.850000,9.850000,9.850000,28804300
2021-04-08,10.010000,10.010000,9.500000,9.790000,9.790000,33408700
2021-04-09,9.600000,9.740000,9.240000,9.420000,9.420000,28986000
2021-04-12,9.440000,9.490000,8.510000,8.620000,8.620000,51269800
2021-04-13,8.660000,9.120000,8.310000,8.840000,8.840000,44049100
2021-04-14,9.000000,9.810000,8.900000,9.350000,9.350000,51166300
2021-04-15,9.880000,10.230000,9.580000,9.900000,9.900000,45070900
